,paths,bbox,texts
3689,4333,"[171, 165, 205, 66]","[11, 11, 20, 0, 6, 9, 1, 2]"
3690,4334,"[27, 142, 206, 66]","[11, 11, 20, 0, 6, 9, 1, 2]"
3691,4335,"[96, 71, 205, 66]","[11, 11, 20, 0, 6, 9, 1, 2]"
3692,4336,"[46, 69, 205, 66]","[11, 11, 20, 0, 6, 9, 1, 2]"
3693,4337,"[212, 217, 206, 67]","[11, 11, 20, 0, 6, 9, 1, 2]"
3694,4338,"[199, 182, 207, 68]","[11, 11, 20, 0, 6, 9, 1, 2]"
3695,4339,"[190, 332, 207, 67]","[11, 11, 20, 0, 6, 9, 1, 2]"
3696,434,"[326, 127, 54, 51]","[11, 15, 21, 0, 1, 10, 8, 8]"
3697,4340,"[121, 275, 206, 68]","[11, 11, 20, 0, 6, 9, 1, 2]"
3698,4341,"[49, 21, 207, 67]","[11, 11, 20, 0, 6, 9, 1, 2]"
3699,4342,"[199, 169, 206, 67]","[11, 11, 20, 0, 6, 9, 1, 2]"
3700,4343,"[143, 312, 207, 67]","[11, 11, 20, 0, 6, 9, 1, 2]"
3701,4344,"[146, 213, 207, 68]","[11, 11, 20, 0, 6, 9, 1, 2]"
3702,4345,"[120, 76, 208, 67]","[11, 11, 20, 0, 6, 9, 1, 2]"
3703,4346,"[179, 300, 207, 67]","[11, 11, 20, 0, 6, 9, 1, 2]"
3704,4347,"[48, 339, 209, 68]","[11, 11, 20, 0, 6, 9, 1, 2]"
3705,4348,"[202, 279, 209, 67]","[11, 11, 20, 0, 6, 9, 1, 2]"
3706,4349,"[189, 92, 208, 68]","[11, 11, 20, 0, 6, 9, 1, 2]"
3707,435,"[92, 22, 53, 51]","[11, 15, 21, 0, 1, 10, 8, 8]"
3708,4350,"[54, 131, 156, 51]","[11, 34, 33, 0, 9, 6, 2, 1]"
3709,4351,"[149, 157, 157, 54]","[11, 34, 33, 0, 9, 6, 2, 1]"
3710,4352,"[125, 295, 156, 51]","[11, 34, 33, 0, 9, 6, 2, 1]"
3711,4353,"[85, 255, 156, 51]","[11, 34, 33, 0, 9, 6, 2, 1]"
3712,4354,"[123, 269, 158, 53]","[11, 34, 33, 0, 9, 6, 2, 1]"
3713,4355,"[252, 91, 159, 53]","[11, 34, 33, 0, 9, 6, 2, 1]"
3714,4356,"[246, 315, 156, 52]","[11, 34, 33, 0, 9, 6, 2, 1]"
3715,4357,"[39, 296, 162, 56]","[11, 34, 33, 0, 9, 6, 2, 1]"
3716,4358,"[66, 237, 159, 54]","[11, 34, 33, 0, 9, 6, 2, 1]"
3717,4359,"[52, 172, 160, 53]","[11, 34, 33, 0, 9, 6, 2, 1]"
3718,436,"[320, 221, 52, 51]","[11, 15, 21, 0, 1, 10, 8, 8]"
3719,4360,"[195, 45, 163, 52]","[11, 34, 33, 0, 9, 6, 2, 1]"
3720,4361,"[254, 96, 163, 54]","[11, 34, 33, 0, 9, 6, 2, 1]"
3721,4362,"[34, 45, 168, 62]","[11, 34, 33, 0, 9, 6, 2, 1]"
3722,4363,"[89, 192, 166, 58]","[11, 34, 33, 0, 9, 6, 2, 1]"
3723,4364,"[249, 116, 171, 56]","[11, 34, 33, 0, 9, 6, 2, 1]"
3724,4365,"[236, 242, 167, 54]","[11, 34, 33, 0, 9, 6, 2, 1]"
3725,4366,"[99, 86, 171, 55]","[11, 34, 33, 0, 9, 6, 2, 1]"
3726,4367,"[160, 280, 172, 57]","[11, 34, 33, 0, 9, 6, 2, 1]"
3727,4368,"[33, 44, 170, 57]","[11, 34, 33, 0, 9, 6, 2, 1]"
3728,4369,"[153, 299, 173, 58]","[11, 34, 33, 0, 9, 6, 2, 1]"
3729,437,"[246, 195, 52, 52]","[11, 15, 21, 0, 1, 10, 8, 8]"
3730,4370,"[218, 58, 174, 57]","[11, 34, 33, 0, 9, 6, 2, 1]"
3731,4371,"[244, 223, 174, 58]","[11, 34, 33, 0, 9, 6, 2, 1]"
3732,4372,"[183, 82, 174, 57]","[11, 34, 33, 0, 9, 6, 2, 1]"
3733,4373,"[70, 224, 179, 56]","[11, 34, 33, 0, 9, 6, 2, 1]"
3734,4374,"[127, 43, 177, 58]","[11, 34, 33, 0, 9, 6, 2, 1]"
3735,4375,"[84, 141, 178, 58]","[11, 34, 33, 0, 9, 6, 2, 1]"
3736,4376,"[246, 78, 179, 63]","[11, 34, 33, 0, 9, 6, 2, 1]"
3737,4377,"[202, 112, 184, 60]","[11, 34, 33, 0, 9, 6, 2, 1]"
3738,4378,"[127, 85, 184, 64]","[11, 34, 33, 0, 9, 6, 2, 1]"
3739,4379,"[192, 343, 186, 63]","[11, 34, 33, 0, 9, 6, 2, 1]"
3740,438,"[237, 109, 52, 50]","[11, 15, 21, 0, 1, 10, 8, 8]"
3741,4380,"[217, 209, 106, 34]","[11, 31, 31, 0, 1, 6, 4, 4]"
3742,4381,"[24, 321, 105, 35]","[11, 31, 31, 0, 1, 6, 4, 4]"
3743,4382,"[310, 343, 104, 34]","[11, 31, 31, 0, 1, 6, 4, 4]"
3744,4383,"[170, 364, 103, 33]","[11, 31, 31, 0, 1, 6, 4, 4]"
3745,4384,"[49, 121, 102, 32]","[11, 31, 31, 0, 1, 6, 4, 4]"
3746,4385,"[142, 113, 102, 32]","[11, 31, 31, 0, 1, 6, 4, 4]"
3747,4386,"[109, 258, 100, 32]","[11, 31, 31, 0, 1, 6, 4, 4]"
3748,4387,"[149, 133, 100, 31]","[11, 31, 31, 0, 1, 6, 4, 4]"
3749,4388,"[213, 174, 98, 30]","[11, 31, 31, 0, 1, 6, 4, 4]"
3750,4389,"[164, 131, 98, 32]","[11, 31, 31, 0, 1, 6, 4, 4]"
3751,439,"[69, 322, 51, 49]","[11, 15, 21, 0, 1, 10, 8, 8]"
3752,4390,"[269, 276, 97, 31]","[11, 31, 31, 0, 1, 6, 4, 4]"
3753,4391,"[122, 185, 95, 31]","[11, 31, 31, 0, 1, 6, 4, 4]"
3754,4392,"[161, 149, 95, 30]","[11, 31, 31, 0, 1, 6, 4, 4]"
3755,4393,"[270, 194, 94, 30]","[11, 31, 31, 0, 1, 6, 4, 4]"
3756,4394,"[182, 70, 93, 30]","[11, 31, 31, 0, 1, 6, 4, 4]"
3757,4395,"[54, 114, 92, 30]","[11, 31, 31, 0, 1, 6, 4, 4]"
3758,4396,"[265, 100, 93, 29]","[11, 31, 31, 0, 1, 6, 4, 4]"
3759,4397,"[91, 86, 91, 30]","[11, 31, 31, 0, 1, 6, 4, 4]"
3760,4398,"[326, 22, 90, 30]","[11, 31, 31, 0, 1, 6, 4, 4]"
3761,4399,"[265, 275, 89, 29]","[11, 31, 31, 0, 1, 6, 4, 4]"
3762,44,"[39, 278, 89, 32]","[11, 27, 35, 0, 7, 4, 9, 9]"
3763,440,"[287, 315, 52, 50]","[11, 15, 21, 0, 1, 10, 8, 8]"
3764,4400,"[57, 100, 88, 28]","[11, 31, 31, 0, 1, 6, 4, 4]"
3765,4401,"[29, 237, 88, 29]","[11, 31, 31, 0, 1, 6, 4, 4]"
3766,4402,"[95, 220, 88, 29]","[11, 31, 31, 0, 1, 6, 4, 4]"
3767,4403,"[305, 41, 85, 28]","[11, 31, 31, 0, 1, 6, 4, 4]"
3768,4404,"[256, 384, 87, 28]","[11, 31, 31, 0, 1, 6, 4, 4]"
3769,4405,"[120, 169, 86, 29]","[11, 31, 31, 0, 1, 6, 4, 4]"
3770,4406,"[117, 291, 84, 28]","[11, 31, 31, 0, 1, 6, 4, 4]"
3771,4407,"[212, 56, 83, 27]","[11, 31, 31, 0, 1, 6, 4, 4]"
3772,4408,"[219, 106, 83, 27]","[11, 31, 31, 0, 1, 6, 4, 4]"
3773,4409,"[187, 248, 83, 27]","[11, 31, 31, 0, 1, 6, 4, 4]"
3774,441,"[336, 72, 50, 48]","[11, 15, 21, 0, 1, 10, 8, 8]"
3775,4410,"[141, 257, 58, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3776,4411,"[75, 322, 59, 37]","[11, 29, 35, 0, 2, 4, 6, 2]"
3777,4412,"[362, 78, 59, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3778,4413,"[242, 184, 59, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3779,4414,"[166, 213, 59, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3780,4415,"[56, 378, 59, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3781,4416,"[90, 172, 59, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3782,4417,"[291, 113, 59, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3783,4418,"[271, 48, 59, 37]","[11, 29, 35, 0, 2, 4, 6, 2]"
3784,4419,"[171, 152, 60, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3785,442,"[278, 377, 51, 49]","[11, 15, 21, 0, 1, 10, 8, 8]"
3786,4420,"[47, 235, 60, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3787,4421,"[226, 388, 59, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3788,4422,"[308, 196, 60, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3789,4423,"[131, 246, 59, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3790,4424,"[193, 166, 60, 37]","[11, 29, 35, 0, 2, 4, 6, 2]"
3791,4425,"[262, 208, 60, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3792,4426,"[107, 172, 59, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3793,4427,"[55, 277, 60, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3794,4428,"[192, 192, 59, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3795,4429,"[131, 273, 59, 38]","[11, 29, 35, 0, 2, 4, 6, 2]"
3796,443,"[99, 233, 50, 48]","[11, 15, 21, 0, 1, 10, 8, 8]"
3797,4430,"[265, 377, 59, 37]","[11, 29, 35, 0, 2, 4, 6, 2]"
3798,4431,"[134, 208, 60, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3799,4432,"[237, 30, 60, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3800,4433,"[271, 22, 60, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3801,4434,"[173, 362, 59, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3802,4435,"[312, 358, 60, 37]","[11, 29, 35, 0, 2, 4, 6, 2]"
3803,4436,"[160, 297, 60, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3804,4437,"[322, 281, 59, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3805,4438,"[363, 345, 59, 36]","[11, 29, 35, 0, 2, 4, 6, 2]"
3806,4439,"[55, 30, 60, 37]","[11, 29, 35, 0, 2, 4, 6, 2]"
3807,444,"[264, 90, 50, 47]","[11, 15, 21, 0, 1, 10, 8, 8]"
3808,4440,"[101, 310, 121, 40]","[23, 18, 12, 0, 7, 5, 6, 10]"
3809,4441,"[223, 203, 119, 38]","[23, 18, 12, 0, 7, 5, 6, 10]"
3810,4442,"[174, 312, 118, 38]","[23, 18, 12, 0, 7, 5, 6, 10]"
3811,4443,"[234, 220, 120, 37]","[23, 18, 12, 0, 7, 5, 6, 10]"
3812,4444,"[126, 84, 117, 37]","[23, 18, 12, 0, 7, 5, 6, 10]"
3813,4445,"[290, 328, 117, 37]","[23, 18, 12, 0, 7, 5, 6, 10]"
3814,4446,"[206, 204, 117, 37]","[23, 18, 12, 0, 7, 5, 6, 10]"
3815,4447,"[149, 176, 116, 36]","[23, 18, 12, 0, 7, 5, 6, 10]"
3816,4448,"[133, 367, 116, 37]","[23, 18, 12, 0, 7, 5, 6, 10]"
3817,4449,"[34, 253, 115, 36]","[23, 18, 12, 0, 7, 5, 6, 10]"
3818,445,"[353, 199, 49, 47]","[11, 15, 21, 0, 1, 10, 8, 8]"
3819,4450,"[236, 211, 114, 36]","[23, 18, 12, 0, 7, 5, 6, 10]"
3820,4451,"[22, 132, 114, 36]","[23, 18, 12, 0, 7, 5, 6, 10]"
3821,4452,"[108, 183, 114, 36]","[23, 18, 12, 0, 7, 5, 6, 10]"
3822,4453,"[172, 308, 112, 38]","[23, 18, 12, 0, 7, 5, 6, 10]"
3823,4454,"[316, 250, 112, 36]","[23, 18, 12, 0, 7, 5, 6, 10]"
3824,4455,"[185, 191, 112, 36]","[23, 18, 12, 0, 7, 5, 6, 10]"
3825,4456,"[73, 367, 112, 36]","[23, 18, 12, 0, 7, 5, 6, 10]"
3826,4457,"[291, 250, 112, 36]","[23, 18, 12, 0, 7, 5, 6, 10]"
3827,4458,"[245, 350, 110, 35]","[23, 18, 12, 0, 7, 5, 6, 10]"
3828,4459,"[167, 229, 110, 35]","[23, 18, 12, 0, 7, 5, 6, 10]"
3829,446,"[206, 42, 48, 46]","[11, 15, 21, 0, 1, 10, 8, 8]"
3830,4460,"[33, 115, 110, 36]","[23, 18, 12, 0, 7, 5, 6, 10]"
3831,4461,"[285, 147, 111, 36]","[23, 18, 12, 0, 7, 5, 6, 10]"
3832,4462,"[180, 300, 108, 35]","[23, 18, 12, 0, 7, 5, 6, 10]"
3833,4463,"[220, 53, 108, 35]","[23, 18, 12, 0, 7, 5, 6, 10]"
3834,4464,"[163, 330, 107, 34]","[23, 18, 12, 0, 7, 5, 6, 10]"
3835,4465,"[312, 267, 104, 34]","[23, 18, 12, 0, 7, 5, 6, 10]"
3836,4466,"[170, 282, 106, 34]","[23, 18, 12, 0, 7, 5, 6, 10]"
3837,4467,"[142, 105, 105, 33]","[23, 18, 12, 0, 7, 5, 6, 10]"
3838,4468,"[93, 102, 104, 33]","[23, 18, 12, 0, 7, 5, 6, 10]"
3839,4469,"[309, 152, 104, 33]","[23, 18, 12, 0, 7, 5, 6, 10]"
3840,447,"[369, 47, 48, 46]","[11, 15, 21, 0, 1, 10, 8, 8]"
3841,4474,"[33, 105, 86, 52]","[11, 25, 30, 0, 1, 3, 7, 5]"
3842,4478,"[34, 354, 83, 51]","[11, 25, 30, 0, 1, 3, 7, 5]"
3843,4479,"[132, 244, 83, 50]","[11, 25, 30, 0, 1, 3, 7, 5]"
3844,448,"[234, 315, 47, 45]","[11, 15, 21, 0, 1, 10, 8, 8]"
3845,4480,"[134, 147, 82, 51]","[11, 25, 30, 0, 1, 3, 7, 5]"
3846,4481,"[177, 354, 81, 51]","[11, 25, 30, 0, 1, 3, 7, 5]"
3847,4483,"[182, 73, 80, 51]","[11, 25, 30, 0, 1, 3, 7, 5]"
3848,4484,"[91, 29, 80, 51]","[11, 25, 30, 0, 1, 3, 7, 5]"
3849,4485,"[36, 300, 80, 49]","[11, 25, 30, 0, 1, 3, 7, 5]"
3850,4486,"[126, 126, 80, 50]","[11, 25, 30, 0, 1, 3, 7, 5]"
3851,4487,"[26, 182, 80, 50]","[11, 25, 30, 0, 1, 3, 7, 5]"
3852,4488,"[68, 316, 82, 50]","[11, 25, 30, 0, 1, 3, 7, 5]"
3853,449,"[115, 328, 47, 44]","[11, 15, 21, 0, 1, 10, 8, 8]"
3854,4491,"[88, 185, 80, 50]","[11, 25, 30, 0, 1, 3, 7, 5]"
3855,4493,"[98, 84, 79, 50]","[11, 25, 30, 0, 1, 3, 7, 5]"
3856,4494,"[74, 303, 79, 51]","[11, 25, 30, 0, 1, 3, 7, 5]"
3857,4495,"[111, 128, 79, 50]","[11, 25, 30, 0, 1, 3, 7, 5]"
3858,4496,"[175, 27, 78, 50]","[11, 25, 30, 0, 1, 3, 7, 5]"
3859,4497,"[95, 313, 78, 50]","[11, 25, 30, 0, 1, 3, 7, 5]"
3860,4498,"[213, 364, 79, 51]","[11, 25, 30, 0, 1, 3, 7, 5]"
3861,4499,"[149, 143, 78, 51]","[11, 25, 30, 0, 1, 3, 7, 5]"
3862,45,"[231, 283, 89, 31]","[11, 27, 35, 0, 7, 4, 9, 9]"
3863,450,"[134, 352, 68, 25]","[11, 12, 24, 0, 9, 6, 3, 9]"
3864,451,"[38, 36, 68, 24]","[11, 12, 24, 0, 9, 6, 3, 9]"
3865,452,"[65, 105, 68, 24]","[11, 12, 24, 0, 9, 6, 3, 9]"
3866,453,"[164, 279, 68, 23]","[11, 12, 24, 0, 9, 6, 3, 9]"
3867,454,"[191, 250, 68, 24]","[11, 12, 24, 0, 9, 6, 3, 9]"
3868,455,"[223, 316, 69, 22]","[11, 12, 24, 0, 9, 6, 3, 9]"
3869,456,"[186, 299, 69, 24]","[11, 12, 24, 0, 9, 6, 3, 9]"
3870,457,"[217, 76, 69, 25]","[11, 12, 24, 0, 9, 6, 3, 9]"
3871,458,"[163, 365, 70, 25]","[11, 12, 24, 0, 9, 6, 3, 9]"
3872,459,"[341, 51, 70, 24]","[11, 12, 24, 0, 9, 6, 3, 9]"
3873,46,"[306, 104, 91, 32]","[11, 27, 35, 0, 7, 4, 9, 9]"
3874,460,"[288, 276, 70, 26]","[11, 12, 24, 0, 9, 6, 3, 9]"
3875,461,"[334, 141, 70, 26]","[11, 12, 24, 0, 9, 6, 3, 9]"
3876,462,"[319, 255, 70, 24]","[11, 12, 24, 0, 9, 6, 3, 9]"
3877,463,"[29, 300, 70, 24]","[11, 12, 24, 0, 9, 6, 3, 9]"
3878,464,"[127, 107, 72, 25]","[11, 12, 24, 0, 9, 6, 3, 9]"
3879,465,"[218, 114, 71, 25]","[11, 12, 24, 0, 9, 6, 3, 9]"
3880,466,"[21, 342, 72, 26]","[11, 12, 24, 0, 9, 6, 3, 9]"
3881,467,"[257, 128, 71, 24]","[11, 12, 24, 0, 9, 6, 3, 9]"
3882,468,"[28, 172, 74, 24]","[11, 12, 24, 0, 9, 6, 3, 9]"
3883,469,"[51, 83, 73, 24]","[11, 12, 24, 0, 9, 6, 3, 9]"
3884,47,"[143, 352, 92, 32]","[11, 27, 35, 0, 7, 4, 9, 9]"
3885,470,"[199, 372, 74, 25]","[11, 12, 24, 0, 9, 6, 3, 9]"
3886,471,"[162, 292, 74, 26]","[11, 12, 24, 0, 9, 6, 3, 9]"
3887,472,"[207, 182, 74, 27]","[11, 12, 24, 0, 9, 6, 3, 9]"
3888,473,"[208, 266, 75, 27]","[11, 12, 24, 0, 9, 6, 3, 9]"
3889,474,"[242, 74, 74, 26]","[11, 12, 24, 0, 9, 6, 3, 9]"
3890,475,"[276, 401, 75, 26]","[11, 12, 24, 0, 9, 6, 3, 9]"
3891,476,"[52, 234, 76, 26]","[11, 12, 24, 0, 9, 6, 3, 9]"
3892,477,"[100, 168, 76, 27]","[11, 12, 24, 0, 9, 6, 3, 9]"
3893,478,"[126, 31, 76, 25]","[11, 12, 24, 0, 9, 6, 3, 9]"
3894,479,"[186, 381, 76, 26]","[11, 12, 24, 0, 9, 6, 3, 9]"
3895,48,"[315, 281, 93, 32]","[11, 27, 35, 0, 7, 4, 9, 9]"
3896,480,"[32, 345, 97, 36]","[23, 20, 25, 0, 1, 9, 7, 3]"
3897,481,"[277, 228, 96, 36]","[23, 20, 25, 0, 1, 9, 7, 3]"
3898,482,"[322, 135, 98, 33]","[23, 20, 25, 0, 1, 9, 7, 3]"
3899,483,"[272, 249, 100, 38]","[23, 20, 25, 0, 1, 9, 7, 3]"
3900,484,"[108, 222, 101, 37]","[23, 20, 25, 0, 1, 9, 7, 3]"
3901,485,"[303, 51, 101, 38]","[23, 20, 25, 0, 1, 9, 7, 3]"
3902,486,"[134, 90, 102, 41]","[23, 20, 25, 0, 1, 9, 7, 3]"
3903,487,"[213, 55, 103, 41]","[23, 20, 25, 0, 1, 9, 7, 3]"
3904,488,"[139, 146, 103, 42]","[23, 20, 25, 0, 1, 9, 7, 3]"
3905,489,"[184, 348, 104, 41]","[23, 20, 25, 0, 1, 9, 7, 3]"
3906,49,"[139, 346, 92, 31]","[11, 27, 35, 0, 7, 4, 9, 9]"
3907,490,"[169, 215, 103, 40]","[23, 20, 25, 0, 1, 9, 7, 3]"
3908,491,"[37, 155, 104, 41]","[23, 20, 25, 0, 1, 9, 7, 3]"
3909,492,"[256, 28, 105, 40]","[23, 20, 25, 0, 1, 9, 7, 3]"
3910,493,"[306, 295, 106, 41]","[23, 20, 25, 0, 1, 9, 7, 3]"
3911,494,"[86, 383, 106, 40]","[23, 20, 25, 0, 1, 9, 7, 3]"
3912,495,"[116, 109, 106, 41]","[23, 20, 25, 0, 1, 9, 7, 3]"
3913,496,"[301, 276, 106, 41]","[23, 20, 25, 0, 1, 9, 7, 3]"
3914,497,"[42, 136, 107, 41]","[23, 20, 25, 0, 1, 9, 7, 3]"
3915,498,"[63, 226, 108, 44]","[23, 20, 25, 0, 1, 9, 7, 3]"
3916,499,"[60, 184, 108, 41]","[23, 20, 25, 0, 1, 9, 7, 3]"
3917,5,"[296, 50, 64, 23]","[23, 22, 29, 0, 6, 6, 2, 2]"
3918,50,"[100, 394, 93, 32]","[11, 27, 35, 0, 7, 4, 9, 9]"
3919,500,"[210, 53, 110, 42]","[23, 20, 25, 0, 1, 9, 7, 3]"
3920,501,"[259, 80, 108, 41]","[23, 20, 25, 0, 1, 9, 7, 3]"
3921,502,"[115, 153, 107, 42]","[23, 20, 25, 0, 1, 9, 7, 3]"
3922,503,"[211, 218, 108, 41]","[23, 20, 25, 0, 1, 9, 7, 3]"
3923,504,"[138, 277, 108, 41]","[23, 20, 25, 0, 1, 9, 7, 3]"
3924,505,"[249, 162, 109, 41]","[23, 20, 25, 0, 1, 9, 7, 3]"
3925,506,"[63, 342, 108, 42]","[23, 20, 25, 0, 1, 9, 7, 3]"
3926,507,"[189, 191, 108, 40]","[23, 20, 25, 0, 1, 9, 7, 3]"
3927,508,"[315, 122, 109, 47]","[23, 20, 25, 0, 1, 9, 7, 3]"
3928,509,"[116, 87, 110, 45]","[23, 20, 25, 0, 1, 9, 7, 3]"
3929,51,"[36, 101, 94, 32]","[11, 27, 35, 0, 7, 4, 9, 9]"
3930,510,"[198, 87, 94, 30]","[11, 28, 35, 0, 10, 4, 1, 9]"
3931,511,"[306, 218, 95, 31]","[11, 28, 35, 0, 10, 4, 1, 9]"
3932,512,"[156, 68, 93, 31]","[11, 28, 35, 0, 10, 4, 1, 9]"
3933,513,"[147, 226, 93, 29]","[11, 28, 35, 0, 10, 4, 1, 9]"
3934,514,"[334, 39, 92, 27]","[11, 28, 35, 0, 10, 4, 1, 9]"
3935,515,"[133, 68, 93, 29]","[11, 28, 35, 0, 10, 4, 1, 9]"
3936,516,"[262, 53, 94, 29]","[11, 28, 35, 0, 10, 4, 1, 9]"
3937,517,"[280, 363, 94, 29]","[11, 28, 35, 0, 10, 4, 1, 9]"
3938,518,"[130, 168, 94, 30]","[11, 28, 35, 0, 10, 4, 1, 9]"
3939,519,"[171, 313, 96, 29]","[11, 28, 35, 0, 10, 4, 1, 9]"
3940,52,"[207, 58, 94, 32]","[11, 27, 35, 0, 7, 4, 9, 9]"
3941,520,"[88, 247, 96, 31]","[11, 28, 35, 0, 10, 4, 1, 9]"
3942,521,"[65, 390, 94, 29]","[11, 28, 35, 0, 10, 4, 1, 9]"
3943,522,"[189, 75, 95, 29]","[11, 28, 35, 0, 10, 4, 1, 9]"
3944,523,"[271, 367, 95, 28]","[11, 28, 35, 0, 10, 4, 1, 9]"
3945,524,"[324, 23, 98, 31]","[11, 28, 35, 0, 10, 4, 1, 9]"
3946,525,"[243, 243, 95, 28]","[11, 28, 35, 0, 10, 4, 1, 9]"
3947,526,"[113, 277, 96, 31]","[11, 28, 35, 0, 10, 4, 1, 9]"
3948,527,"[25, 97, 96, 31]","[11, 28, 35, 0, 10, 4, 1, 9]"
3949,528,"[86, 283, 96, 33]","[11, 28, 35, 0, 10, 4, 1, 9]"
3950,529,"[217, 22, 97, 32]","[11, 28, 35, 0, 10, 4, 1, 9]"
3951,53,"[314, 251, 95, 32]","[11, 27, 35, 0, 7, 4, 9, 9]"
3952,530,"[77, 79, 97, 33]","[11, 28, 35, 0, 10, 4, 1, 9]"
3953,531,"[301, 32, 99, 34]","[11, 28, 35, 0, 10, 4, 1, 9]"
3954,532,"[125, 47, 99, 33]","[11, 28, 35, 0, 10, 4, 1, 9]"
3955,533,"[177, 84, 100, 33]","[11, 28, 35, 0, 10, 4, 1, 9]"
3956,534,"[225, 89, 100, 32]","[11, 28, 35, 0, 10, 4, 1, 9]"
3957,535,"[106, 91, 100, 35]","[11, 28, 35, 0, 10, 4, 1, 9]"
3958,536,"[158, 74, 102, 32]","[11, 28, 35, 0, 10, 4, 1, 9]"
3959,537,"[179, 325, 102, 33]","[11, 28, 35, 0, 10, 4, 1, 9]"
3960,538,"[186, 89, 102, 33]","[11, 28, 35, 0, 10, 4, 1, 9]"
3961,539,"[95, 119, 102, 34]","[11, 28, 35, 0, 10, 4, 1, 9]"
3962,54,"[322, 292, 96, 33]","[11, 27, 35, 0, 7, 4, 9, 9]"
3963,540,"[132, 58, 43, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3964,541,"[81, 34, 43, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3965,542,"[206, 234, 42, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3966,543,"[233, 293, 42, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3967,544,"[264, 150, 42, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3968,545,"[223, 154, 42, 32]","[11, 33, 36, 0, 8, 7, 5, 9]"
3969,546,"[26, 346, 42, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3970,547,"[125, 225, 42, 32]","[11, 33, 36, 0, 8, 7, 5, 9]"
3971,548,"[362, 220, 43, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3972,549,"[238, 132, 43, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3973,55,"[167, 368, 97, 32]","[11, 27, 35, 0, 7, 4, 9, 9]"
3974,550,"[320, 45, 42, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3975,551,"[381, 157, 43, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3976,552,"[292, 122, 42, 32]","[11, 33, 36, 0, 8, 7, 5, 9]"
3977,553,"[31, 185, 42, 32]","[11, 33, 36, 0, 8, 7, 5, 9]"
3978,554,"[307, 159, 42, 32]","[11, 33, 36, 0, 8, 7, 5, 9]"
3979,555,"[329, 314, 42, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3980,556,"[289, 368, 42, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3981,557,"[267, 21, 43, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3982,558,"[354, 217, 43, 32]","[11, 33, 36, 0, 8, 7, 5, 9]"
3983,559,"[74, 201, 42, 32]","[11, 33, 36, 0, 8, 7, 5, 9]"
3984,56,"[29, 275, 98, 33]","[11, 27, 35, 0, 7, 4, 9, 9]"
3985,560,"[120, 102, 42, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3986,561,"[302, 226, 43, 32]","[11, 33, 36, 0, 8, 7, 5, 9]"
3987,562,"[259, 192, 43, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3988,563,"[242, 32, 43, 32]","[11, 33, 36, 0, 8, 7, 5, 9]"
3989,564,"[209, 248, 43, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3990,565,"[218, 201, 43, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3991,566,"[163, 112, 42, 32]","[11, 33, 36, 0, 8, 7, 5, 9]"
3992,567,"[164, 313, 43, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3993,568,"[188, 184, 42, 32]","[11, 33, 36, 0, 8, 7, 5, 9]"
3994,569,"[32, 217, 43, 33]","[11, 33, 36, 0, 8, 7, 5, 9]"
3995,57,"[233, 77, 98, 33]","[11, 27, 35, 0, 7, 4, 9, 9]"
